,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud,Date,Time,Age,merch_country,merch_state
149310,30238800000000.0,fraud_Botsford Ltd,shopping_pos,774.1,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,2a5047ad342dbca90d80e9c4cc6e008d,30.942918,-97.657047,1,11/08/2020,23:03,48,United States,Texas
149414,2284060000000000.0,fraud_Kuhn LLC,misc_net,590.22,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1969-11-22,e99e3a9fc79d90e8b8064ffdbb688f83,38.589744,-84.731632,1,11/08/2020,23:35,55,United States,Kentucky
149418,4335530000000000.0,fraud_Kassulke PLC,shopping_net,1185.77,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,00c9e6a1ecced2ddee7405b419636224,39.117126,-91.572039,1,11/08/2020,23:36,26,United States,Missouri
149426,343746000000000.0,"fraud_Watsica, Haag and Considine",shopping_pos,799.56,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,7c86c5a48c848a5f7ea4c2be001dd993,45.616036,-86.750347,1,11/08/2020,23:37,49,United States,Michigan
149479,4335530000000000.0,fraud_Pacocha-Bauch,shopping_pos,909.85,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,9452acba94c98685c891c2aafd596d98,37.490612,-92.201705,1,11/08/2020,23:56,26,United States,Missouri
149576,4335530000000000.0,fraud_Kiehn-Emmerich,grocery_pos,288.8,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,79546c09324d81c866cf810ef8d5d808,37.788138,-91.989479,1,12/08/2020,01:05,26,United States,Missouri
149591,374498000000000.0,"fraud_Connelly, Reichert and Fritsch",gas_transport,21.36,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,a2396938b0ce4bf12ffe4d2e23bd29d3,46.79071,-100.770034,1,12/08/2020,01:11,76,United States,North Dakota
149596,343746000000000.0,"fraud_Schumm, Bauch and Ondricka",grocery_pos,289.76,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,c69ffdd6ce1bc4a7ecdb64b8e89c5e2c,44.847151,-86.668199,1,12/08/2020,01:17,49,United States,Michigan
149668,4335530000000000.0,fraud_Wolf Inc,grocery_pos,302.2,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,5cb72719894bacb659158ef57e939001,38.308925,-91.577012,1,12/08/2020,02:17,26,United States,Missouri
149691,374498000000000.0,fraud_Miller-Hauck,grocery_pos,330.19,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,14c757374718a01186af4d29a1931019,47.896214,-101.148959,1,12/08/2020,02:44,76,United States,North Dakota
149744,3583790000000000.0,"fraud_Kuhic, Bins and Pfeffer",shopping_net,913.68,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,07bccd892fce5d9948367de24cc06d2b,35.186011,-99.169512,1,12/08/2020,03:35,54,United States,Oklahoma
149745,374498000000000.0,fraud_Doyle Ltd,grocery_pos,303.46,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,4447012d1397483bfbba383d33960654,46.512985,-100.045716,1,12/08/2020,03:38,76,United States,North Dakota
149759,4335530000000000.0,"fraud_Schultz, Simonis and Little",grocery_pos,314.26,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,892b24d6ae85b06f25eeca7df59bdac0,37.968739,-91.972486,1,12/08/2020,03:51,26,United States,Missouri
151221,374498000000000.0,fraud_Bauch-Raynor,grocery_pos,340.63,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,69091e3ce814474c832667cafd334817,48.131002,-101.66512,1,12/08/2020,22:24,76,United States,North Dakota
151230,343746000000000.0,fraud_Terry-Huel,shopping_net,1032.31,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,036ff85d4c7c8c17317288d1f63c7fd6,45.60319,-86.027412,1,12/08/2020,22:30,49,United States,Michigan
151253,4335530000000000.0,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1035.66,Amy,Daugherty,F,852 Thomas Well Suite 339,Owensville,MO,65066,38.3511,-91.4867,6703,Naval architect,1998-05-20,99d3ca976ca146bffb6ddfa41dc704ab,38.447981,-92.083383,1,12/08/2020,22:42,26,United States,Missouri
151261,343746000000000.0,fraud_Adams-Barrows,health_fitness,19.31,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,4629287755496b98e8cc42da69e470f8,45.525203,-86.076074,1,12/08/2020,22:45,49,United States,Michigan
151294,2284060000000000.0,"fraud_Ferry, Lynch and Kautzer",misc_net,796.22,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1969-11-22,76a1998cae8bc8807138290005b7c218,39.216741,-84.162768,1,12/08/2020,23:08,55,United States,Ohio
151306,374498000000000.0,"fraud_Ruecker, Beer and Collier",shopping_net,950.19,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,aeda9105879bb17679aae31171305cd0,47.094274,-101.36355,1,12/08/2020,23:17,76,United States,North Dakota
151308,343746000000000.0,fraud_Torphy-Goyette,shopping_pos,840.13,Jeffrey,Munoz,M,836 Stephanie Union,Cedar,MI,49621,44.8605,-85.8138,3096,"Social research officer, government",1975-10-11,c7b7b76388b8b6df776587404cc2889d,44.537675,-86.623034,1,12/08/2020,23:18,49,United States,Michigan
151313,374498000000000.0,fraud_Zemlak Group,misc_net,822.29,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,dd8715aea70e31bd44d02958b1d0622b,47.607067,-101.720454,1,12/08/2020,23:21,76,United States,North Dakota
151364,2284060000000000.0,"fraud_Altenwerth, Cartwright and Koss",shopping_net,966.04,Thomas,Mathis,M,26615 Nelson Lane,Moores Hill,IN,47032,39.0945,-85.0638,3289,Sub,1969-11-22,98d1ed8d43062b3890f2bbfd132d0bf9,38.305485,-84.303926,1,12/08/2020,23:57,55,United States,Kentucky
151376,2235610000000000.0,"fraud_Gottlieb, Considine and Schultz",shopping_net,1025.76,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,5758498b39d9efce66659985daec1962,41.953063,-104.296483,1,13/08/2020,00:10,44,United States,Wyoming
151391,2254800000000000.0,fraud_Mohr Inc,shopping_pos,821.13,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,43c921e86ed34d108ccb23e161a8a0cf,30.073869,-83.130465,1,13/08/2020,00:28,37,United States,Florida
151501,3583790000000000.0,fraud_Lesch Ltd,shopping_pos,811.62,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,319b7ef96e55a442cc5e4fa737675c79,34.887259,-99.741643,1,13/08/2020,02:12,54,United States,Oklahoma
151527,3583790000000000.0,fraud_Kozey-Boehm,shopping_net,1003.86,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,982a45483c7734e8b345e273da2a023f,34.21773,-98.128645,1,13/08/2020,02:36,54,United States,Oklahoma
151528,374498000000000.0,"fraud_Heller, Gutmann and Zieme",grocery_pos,319.57,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,5f6141853c08b06dbf72a52b8c2ced17,46.463625,-100.038787,1,13/08/2020,02:38,76,United States,North Dakota
152374,374498000000000.0,"fraud_Willms, Kris and Bergnaum",shopping_pos,889.94,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,6f9df9491a64611c4d6f120b11fa19cd,47.525855,-100.970657,1,13/08/2020,13:45,76,United States,North Dakota
152435,3583790000000000.0,"fraud_Effertz, Welch and Schowalter",entertainment,498.01,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,fab4f61a3bc05930e50957d8efc09893,34.183742,-98.094721,1,13/08/2020,14:27,54,United States,Oklahoma
153066,2235610000000000.0,fraud_Reilly and Sons,health_fitness,22.55,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,eccfc9201c7a5e0a8487f8e2b510ef7b,42.641556,-104.961137,1,13/08/2020,20:21,44,United States,Wyoming
153228,3583790000000000.0,fraud_Kutch-Ferry,home,225.89,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,3d925f6201b442877a95dd2e11304333,34.301458,-99.113442,1,13/08/2020,22:00,54,United States,Oklahoma
153255,3583790000000000.0,fraud_Ratke and Sons,health_fitness,18.26,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,3224e13b1c93e12930d5e0a96bb745d8,34.816305,-98.054499,1,13/08/2020,22:13,54,United States,Oklahoma
153285,3583790000000000.0,fraud_Mayert Group,shopping_pos,845.81,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,f4aed484f279ae3dea580ee7c5f0a9d1,34.336594,-98.366344,1,13/08/2020,22:32,54,United States,Oklahoma
153290,3583790000000000.0,fraud_Ziemann-Waters,health_fitness,17.89,Beth,Lambert,F,6447 Johnson Estates Apt. 986,Roosevelt,OK,73564,34.847,-98.9836,551,Amenity horticulturist,1970-09-27,1dbe6ee08d8c7082416bdc629730b9ab,35.636099,-99.812552,1,13/08/2020,22:34,54,United States,Oklahoma
153319,2235610000000000.0,fraud_Gottlieb-Hansen,personal_care,20.28,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,3695ec7c6d42a57620c64b82b1a9f94d,42.639424,-104.04065,1,13/08/2020,22:47,44,United States,Nebraska
153337,374498000000000.0,"fraud_Mosciski, Gislason and Mertz",grocery_pos,320.49,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,a0ac1d7474fee1fc23a97f46da92cc8d,47.346181,-101.49061,1,13/08/2020,22:55,76,United States,North Dakota
153346,374498000000000.0,fraud_Botsford Ltd,shopping_pos,785.68,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,8dff6d02611ee076cbaa94d683c4b24d,46.961025,-100.34891,1,13/08/2020,23:01,76,United States,North Dakota
153354,2235610000000000.0,fraud_Homenick LLC,personal_care,19.55,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,46fe1e7c8d999b9b513b1725c6c962ca,41.9222,-105.235723,1,13/08/2020,23:04,44,United States,Wyoming
153430,374498000000000.0,fraud_Miller-Harris,misc_net,811.26,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,a59c4c7a74a7d5de9e74401ce88780f4,48.017097,-101.054507,1,13/08/2020,23:49,76,United States,North Dakota
153554,2235610000000000.0,fraud_Fisher-Schowalter,shopping_net,866.33,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,0824dbfa09bd9b5fb4e09aee1dcab6c2,41.76177,-104.152935,1,14/08/2020,01:25,44,United States,Wyoming
153648,2235610000000000.0,fraud_Mohr Inc,shopping_pos,939.78,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,a1fcac8a1104ccf80ce157c01d93cd7e,41.913325,-105.137269,1,14/08/2020,02:42,44,United States,Wyoming
154719,2254800000000000.0,"fraud_Turcotte, Batz and Buckridge",health_fitness,21.42,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,472bc25be83aa43cde3c098bca09ba6f,30.013122,-83.39478,1,14/08/2020,15:35,37,United States,Florida
155506,2254800000000000.0,fraud_Champlin-Casper,home,252.92,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,b8a0e98c82d9a2a3d822a4e0a40f26bc,30.539194,-82.666646,1,14/08/2020,22:23,37,United States,Florida
155665,2235610000000000.0,fraud_Homenick LLC,personal_care,21.78,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,ae1c2777b03e3f8b818c6b1404761ca4,43.150023,-105.125811,1,14/08/2020,23:44,44,United States,Wyoming
155849,4634960000000000.0,fraud_Botsford Ltd,shopping_pos,1319.97,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,3f039e6f6df9f883e39f3b7b6b782a9c,42.276801,-95.911843,1,15/08/2020,02:08,51,United States,Iowa
157725,4634960000000000.0,fraud_Watsica LLC,personal_care,15.99,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,48a464f2d34e5923491ef734cb8718a3,40.977626,-96.840625,1,15/08/2020,22:30,51,United States,Nebraska
157874,4634960000000000.0,fraud_Bednar Inc,travel,9.82,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,7cfcc3afad4b11ef42da312b6e13ac34,41.246638,-95.882514,1,15/08/2020,23:53,51,United States,Iowa
158061,4634960000000000.0,fraud_Vandervort-Funk,grocery_pos,345.96,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,9d1962a94792cafaaf069bf74d7cb636,41.98446,-97.025436,1,16/08/2020,01:40,51,United States,Nebraska
158072,4634960000000000.0,fraud_Medhurst PLC,shopping_net,1000.46,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,d298d38ea7c37c4bd11863f19c5a81f8,41.82573,-96.173772,1,16/08/2020,01:46,51,United States,Nebraska
158127,4634960000000000.0,"fraud_Baumbach, Feeney and Morar",shopping_net,1019.77,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,4eed9d9a356dd5adc6a53973e2cbc5e5,40.6524,-95.52967,1,16/08/2020,02:17,51,United States,Iowa
158285,4634960000000000.0,fraud_Torp-Labadie,gas_transport,12.78,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,fe0d88f7c8b97f52d874f7256dd085ea,41.222315,-96.6971,1,16/08/2020,03:47,51,United States,Nebraska
159549,4634960000000000.0,"fraud_Koss, Hansen and Lueilwitz",home,279.58,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,ec1d85bee388303f228e0d9bbcaf8d9c,41.279237,-97.31847,1,16/08/2020,13:56,51,United States,Nebraska
161507,213112000000000.0,fraud_Cole PLC,grocery_pos,342.38,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,ac26c9a63e7ef2cd483ca4483a65b21f,34.304177,-82.952178,1,17/08/2020,02:21,40,United States,Georgia
161525,213112000000000.0,fraud_Conroy Ltd,shopping_pos,909.88,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,8d534c56f19a8a48d0d9e60c116df850,34.921311,-82.879941,1,17/08/2020,02:34,40,United States,South Carolina
164771,213112000000000.0,fraud_Eichmann-Kilback,home,220.35,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,4ee5717ac5294fb3e59aaa024a1afc65,33.130153,-82.818234,1,17/08/2020,22:07,40,United States,Georgia
164842,213112000000000.0,fraud_Bauch-Blanda,entertainment,555.79,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,e2ccf6869473e02210df150cbd979fa4,34.507117,-81.315554,1,17/08/2020,22:27,40,United States,South Carolina
164859,213112000000000.0,fraud_Fadel-Hilpert,health_fitness,20.64,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,56f85b133dc882dba159ae768e4a200e,34.064634,-82.555385,1,17/08/2020,22:33,40,United States,South Carolina
165199,213112000000000.0,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,371.82,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,19ed9a900d2e4ee8bcd2ac7d95567f12,34.136273,-81.876493,1,18/08/2020,00:25,40,United States,South Carolina
165207,213112000000000.0,fraud_Boyer PLC,shopping_net,1017.67,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,d2fa92fcb98a67a166d60c47e5173cc6,35.001507,-82.260034,1,18/08/2020,00:30,40,United States,South Carolina
165590,213112000000000.0,fraud_Keeling-Crist,misc_pos,645.41,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,8bc785f62ecd2c92858060551babad14,34.611342,-81.625323,1,18/08/2020,03:30,40,United States,South Carolina
167837,213112000000000.0,fraud_Beier LLC,entertainment,464.3,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,b61d49087875e4de277b751bb8eb36cf,33.375886,-82.772423,1,18/08/2020,18:13,40,United States,Georgia
167875,213112000000000.0,fraud_Kovacek Ltd,travel,10.23,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,3a19fe44bfdf260f630d0ad080015270,33.206609,-81.492893,1,18/08/2020,18:24,40,United States,South Carolina
167913,213112000000000.0,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,874.71,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,5a1efe5ee20227b4a577b332c35c39dc,33.344198,-82.74733,1,18/08/2020,18:35,40,United States,Georgia
168603,213112000000000.0,fraud_Bernier and Sons,kids_pets,24.06,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,d3917efa78cfe121cd4e47db9df300e5,33.406114,-81.858139,1,18/08/2020,22:05,40,United States,South Carolina
168609,213112000000000.0,fraud_Effertz LLC,entertainment,470.35,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,d98860e156688cb667e84cf9666d0740,35.01748,-82.354831,1,18/08/2020,22:07,40,United States,South Carolina
168672,213112000000000.0,fraud_Schumm PLC,health_fitness,23.06,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,ecc68274b518cac8c85746c53d1b5cf9,33.616962,-82.509622,1,18/08/2020,22:26,40,United States,Georgia
168825,213112000000000.0,"fraud_Swaniawski, Lowe and Robel",shopping_pos,859.32,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,31699b94b227fbe55b8407ebe7c47c57,33.687469,-82.42684,1,18/08/2020,23:16,40,United States,Georgia
168842,213112000000000.0,fraud_Reilly and Sons,health_fitness,22.75,Ana,Howell,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,34.0326,-82.2027,1523,Research scientist (physical sciences),1984-06-03,c27c903fa548e3a76e7373e986e5babc,34.158136,-82.371417,1,18/08/2020,23:22,40,United States,South Carolina
170770,4981130000000.0,fraud_Jacobi and Sons,shopping_pos,758.01,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,974d85ca150757b03219896db3498e55,39.061183,-81.163115,1,19/08/2020,22:57,78,United States,West Virginia
170822,4981130000000.0,fraud_Bashirian Group,shopping_net,1057.1,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,fe13aaf1bbd0f5196cab3e6ed7ce3b8a,39.962352,-81.730173,1,19/08/2020,23:28,78,United States,Ohio
170960,372382000000000.0,fraud_Rutherford-Mertz,grocery_pos,314.66,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,b06ba2102dd77c8932cf54b35f4676cf,42.208725,-74.049635,1,20/08/2020,01:17,58,United States,New York
171009,375975000000000.0,fraud_Miller-Hauck,grocery_pos,334.1,Roberta,Mccarthy,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,41.6611,-73.0449,2376,Herpetologist,1973-04-06,37a90f0b8c7c4ce905fa107e9ddeefd6,42.339527,-73.563004,1,20/08/2020,02:07,51,United States,New York
